venue_id,venue_name,quiz_date,placing,team,score
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-04-18,1,That's What She Said,92
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-04-18,2,Soy Chorizo,75
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-04-18,3,Stolen table,58
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-04-18,4,Jandy,55
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-04-18,5,Zoinks!,52
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-04-18,6,Swedish Chef Yodeling Academy,50
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-04-18,7,Minus Betsie,47
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-04-18,8,She Said She Was 1800,35
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-04-18,9,UNO Mars,35
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-04-11,1,Zoinks!,83
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-04-11,2,That's What She Said,79
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-04-11,3,Trying to be Drunk Enough,73
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-04-11,4,Caro Kann My Wayward Son,72
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-04-11,5,50% Ben,62
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-04-04,1,Come On Eileens Easter Basket,93
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-04-04,2,Just The Swifts,93
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-04-04,3,Hybrid Work Theory (Im about to break),81
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-04-04,4,The Unidicted,78
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-04-04,5,Inconceivable!,72
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-04-04,6,Playing in Traffic Chasing Squirrels,71
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-04-04,7,Jessica Kelsch,41
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-04-04,8,Malice in Chains,4
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-03-28,1,That's What She Said,93
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-03-28,2,F Society,90
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-03-28,3,Just the Swifts,88
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-03-28,4,Five Cats and Three Dogs,85
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-03-28,5,Hen-TIE Fighter,81
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-03-28,6,One Team,75
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-03-28,7,Trying Our Best,70
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-03-28,8,Zoinks!,70
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-03-28,9,Damn Bumpus dogs,69
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-03-28,10,Crouching People Hidden Cucumbers,68
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-03-28,11,Super Bobo Pow,66
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-03-28,12,Pedro pascal fan club,49
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-03-21,1,That's What She Said,88
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-03-21,2,F Society,81
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-03-21,3,Chess is a Sport,72
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-03-21,4,Cocaine Bear Necessities,69
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-03-21,5,Playing in Traffic in the Rain,56
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-03-21,6,Trying to be Drunk Enough,53
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-03-21,7,Lenny & the sauce guns,51
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-03-21,8,Manhattan District Attorney's Office,47
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-03-21,9,6 beers later,42
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-03-21,10,Something Cool,37
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-03-14,1,Tyler & The Swifts (feat. Guest),88
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-03-14,2,Everything Everywhere All at Once = Title of Your Sex Tape,81
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-03-14,3,Zoinks!,64
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-03-14,4,Trying our best,57
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-03-14,5,Playing in Traffic,51
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-03-14,6,baw batrols,46
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-03-14,7,The Willburs,31
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-03-07,1,Just the Swifts (feat. Special Guest),93
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-03-07,2,That's What She Said,92
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-03-07,3,The Frank and Bill Fan Club,89
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-03-07,4,BRING ME TYLER,74
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-03-07,5,She Said She Was 1800,74
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-03-07,6,Ant-Man and WAPs,70
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-03-07,7,Third From Last,57
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-02-28,1,Just The Swifts (also missing our Tyler),92
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-02-28,2,That's What She Said,86
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-02-28,3,Habitual Linesteppers,81
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-02-28,4,Zoinks!,74
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-02-28,5,Cocaine Bear Stare,69
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-02-28,6,Tyler,60
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-02-28,7,Tyler didnt show up cause he sucks. Boo Tyler.,58
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-02-28,8,Those bitches,58
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-02-28,9,Habibis,57
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-02-28,10,"Culs De Sac, not Cul De Sacs",57
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-02-28,11,Pain train,56
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-02-28,12,The Zoidburg Address,52
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-02-28,13,Not drunk enough,50
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-02-28,14,Wheel long since the last wheel pun,46
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-02-21,1,Just The Swifts,91
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-02-21,2,That's What She Said,78
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-02-21,3,Zoinks!,78
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-02-21,4,HMCs,64
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-02-21,5,"Bonsoir, 1. e4 e6",64
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-02-21,6,Those bitches,63
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-02-21,7,Sixty Nine Salacious Cows,60
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-02-21,8,The Mortys,46
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-02-21,9,The Mentals,15
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-02-14,1,Happy Belated Valenswines Day,87
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-02-14,2,Zoinks!,77
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-02-14,3,She Said She Was 1800,64
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-02-14,4,Overthinkers,54
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-02-14,5,Caramel From The Penis,44
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-02-14,6,CaSantos,23
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-02-14,7,Estupido,6
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-02-07,1,Arborgeddon 2023,86
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-02-07,2,High hopes low expectations,70
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-02-07,3,HMC,69
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-02-07,4,Diddle biddle,68
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-02-07,5,Just the Two of Us,65
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-02-07,6,Not drunk enough,65
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-02-07,7,Zoinks!,63
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-02-07,8,She Said She Was 1800,61
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-02-07,9,Those bitches,60
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-02-07,10,The Quizard of Oz,56
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-02-07,11,Once upon a time,46
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-02-07,12,Two of Hearts,15
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-24,1,Tyler & The Swifts,93
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-24,2,Thats What She Said,88
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-24,3,"Et tu, Mike Pence",85
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-24,4,The Who Killed Little Robin? Players,84
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-24,5,She Said She Was 1800,75
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-24,6,Quizard of Oz,69
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-24,7,Those bitches,68
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-24,8,Zoinks!,68
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-24,9,These Pretzels Are Making Me Thirsty,65
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-24,10,Parking Difficulties,58
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-24,11,The Tosche Station Converters,55
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-24,12,Quickclouds,4
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-24,13,Nein,0
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-24,14,Nope,0
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-17,1,That's What She Said,92
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-17,2,Tyler & The Swifts,91
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-17,3,*Cough* *Cough* *Sneeze*,76
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-17,4,She Said She Was 1800,74
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-17,5,Habitual Linesteppers,74
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-17,6,Those bitches,73
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-17,7,Playing in Traffic,69
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-17,8,BBEAR,65
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-17,9,The Bands Back Together,59
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-17,10,Not drunk enough,57
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-10,1,Soy Chorizo,79
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-10,2,Zoinks!,71
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-10,3,She Said She Was 1800,64
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-10,4,New Found Gloryholes,64
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-10,5,Nixillstros,64
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-10,6,Tequila Mockingbird,60
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-10,7,Trivia Boiiiiiiis (Babes),45
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-10,8,team,43
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-10,9,Peeweeners,35
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-10,10,Cletus P,16
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-10,11,Nein,0
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-10,12,Nope,0
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-03,1,Thats What She Said,95
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-03,2,Sundaze Fan Club Meeting,86
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-03,3,Papal Retirement Plan,82
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-03,4,Habitual Linesteppers,79
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-03,5,Tyler & The Swifts,79
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-03,6,My New Years Resolution Is For Everyone Else To Get Their Shit Together,79
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-03,7,She Said She Was 1800,78
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-03,8,Zoinks!,78
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-03,9,Wheres Jason,76
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-03,10,The Actors,75
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-03,11,Super Bobo Pow,74
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-03,12,Soutsos,70
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-03,13,Trividiots,69
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-03,14,Vague Celebration,67
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-03,15,5 go forth,66
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-03,16,Vote for Pedro for Speaker,62
364268288,Red Horn Coffee House and Brewing (Cedar Park),2023-01-03,17,Wheres Jennifer?,61
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-12-27,1,Tyler & The Swifts,95
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-12-27,2,Trividiots,84
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-12-27,3,"Yippie-ki-yay, Mister Falcon part 2",83
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-12-27,4,aca-awesome,69
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-12-27,5,We thought this was speed dating,62
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-12-27,6,Motagua,60
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-12-27,7,Wheely Smart,56
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-12-27,8,Spicy Tuna,55
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-12-27,9,Dads Burgers,54
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-12-27,10,Zoinks!,54
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-12-27,11,Anigraminals,47
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-12-27,12,Bartards,41
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-12-27,13,Dad's burgers 1,18
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-12-27,14,Ignore this team,0
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-12-27,15,Leander Champs,0
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-12-20,1,Trividiots,95
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-12-20,2,Tyler & The Swifts,90
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-12-20,3,Ted Cruz Cancun Watch,87
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-12-20,4,WTB boomer knowledge,73
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-12-20,5,Team DJ,69
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-12-20,6,Soutsos,67
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-12-20,7,8th Dwarf,63
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-12-20,8,LiquorGunsBaconTits,61
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-12-20,9,"We're not Messi, We're just messy",58
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-12-20,10,I Got 99 Problems And This Trivia Is One,57
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-12-20,11,CaSantos,33
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-12-13,1,The sword has been swung,88
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-12-13,2,She Said She Was 1800,62
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-12-13,3,Quizard of Oz,61
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-12-13,4,Team Kreische Brewery,60
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-12-13,5,Artificial Guesses,53
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-12-13,6,Naughty and Nice,51
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-12-13,7,Washington Triviaskins,38
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-12-13,8,The Lone Moe,22
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-12-06,1,Guilty on all counts,88
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-12-06,2,Tyler & The Swifts,85
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-12-06,3,Caro Kann My Wayward Son,75
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-12-06,4,Zoinks!,65
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-12-06,5,The Jellyfish All-Stars,65
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-12-06,6,We now have the brain power of four grown men and a little baby,61
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-12-06,7,Is the correct answer,52
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-12-06,8,Bad Anatomy,50
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-12-06,9,the noel it alls except any of these questions,41
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-12-06,10,Chewbacca,37
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-29,1,That's What She Said,91
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-29,2,Tyler & The Swifts,90
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-29,3,How do you say \eliminated\ in Farsi?,86
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-29,4,Turd Ferguson,81
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-29,5,Lenny & the Sauce Guns,76
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-29,6,The Quizard of Oz,74
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-29,7,Alabama elves,73
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-29,8,She Said She Was 1800,70
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-29,9,Deedee Megadoodoo,70
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-29,10,The wheelest,70
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-29,11,Zoinks,68
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-29,12,Blinky Bill,64
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-29,13,Installed winners,55
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-29,14,ER,20
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-29,15,Wheels on the sub go blub blub blub,0
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-22,1,Tyler & The Swifts,91
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-22,2,Zoinks!,87
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-22,3,Let's get fat today and skinny tomorrow,80
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-22,4,She Said She Was 1800,79
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-22,5,Fifty and Nifty,78
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-22,6,Quiz Quizstofferson,75
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-22,7,Wheely miss you Thiago (you bitch),73
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-22,8,aca-awesome,70
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-22,9,Shit man I don't know,64
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-22,10,Trividiots,63
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-22,11,Ohmyquad,59
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-22,12,Post Nut Clarity,51
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-22,13,Koko,49
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-22,14,Quiz,0
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-22,15,Just watching,0
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-15,1,Trividiots,86
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-15,2,Tyler and The Swifts,85
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-15,3,F Society,81
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-15,4,Big Fact Hunt,69
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-15,5,She Said She Was 1800,67
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-15,6,Shit man I don't know,67
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-15,7,Geeks who eat,36
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-08,1,That's What She Said,94
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-08,2,Jinkies!!,78
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-08,3,Zoinks!,76
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-08,4,Gotdamnit Bobby Fischer,68
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-08,5,Dumb As Fuck,53
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-08,6,H2x,20
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-08,7,a little bit Alexis,8
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-01,1,Happy anniversary pole assassin stripper monkey,87
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-01,2,Fall wall,76
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-01,3,a little bit Alexis,71
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-01,4,Gotdammit Bobby Fischer,57
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-01,5,Wheely lonely start II,50
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-01,6,Mammogram Hangover3,40
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-01,7,Mammogram Hangover,24
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-01,8,H2x,5
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-01,9,mammogram hangover,0
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-01,10,Mammogram Hangovers,0
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-11-01,11,Wheely lonely start,0
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-10-25,1,Liz Truss Beam,90
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-10-25,2,The trividiots,86
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-10-25,3,Wheely stressed out,71
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-10-25,4,Just a Guy Quizzing in the Corner,70
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-10-25,5,... (team ellipses),68
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-10-25,6,Leander? I hardly know her!,68
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-10-25,7,The Bare,63
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-10-25,8,Highlander,56
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-10-25,9,Gotdamnit Bobby Fischer,56
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-10-25,10,Team First Date,46
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-10-18,1,That's What She Said,92
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-10-18,2,I Have No Idea,84
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-10-18,3,Bite my shiny metal ass,75
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-10-18,4,Habitual Linesteppers,72
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-10-18,5,Zoinks!,71
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-10-18,6,Gotdammit Bobby Fischer,69
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-10-18,7,Shiny happy drunks,63
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-10-18,8,Marky Mark & The Funky Bunch,57
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-10-18,9,Team Ramrod,51
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-10-18,10,Wheely cold outside,48
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-10-18,11,Department of Redundancy Department,36
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-10-18,12,Spotted cows,27
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-10-18,13,...,0
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-10-11,1,Somewhere Between 40 and Death,88
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-10-11,2,Rice Rice Baby,82
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-10-11,3,Spooky session,79
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-10-11,4,Habitual Linesteppers,77
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-10-11,5,Zoinks!,72
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-10-11,6,Gotdamnit Bobby Fischer,69
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-10-11,7,Wibbly Wobbly Timey Wimey Stuff,62
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-10-11,8,Overthinkers,62
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-10-11,9,NorthernBunch,58
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-10-11,10,The Leftovers,57
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-10-11,11,Hkrmkn & Tkmmy,43
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-10-11,12,CaSantos,8
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-10-11,13,northernbunch,0
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-10-11,14,Mountains gandalf,0
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-10-04,1,Thats What She Said,91
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-10-04,2,Jack and coke skellington,86
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-10-04,3,Is the answer Moby?,80
364268288,Red Horn Coffee House and Brewing (Cedar Park),2022-10-04,4,Habitual Linesteppers,76
